,Date,Cash,Shares,SharePrice,NetWorth,Benchmark
1605,2008-12-01,59838.14999999999,0.0,3.42,59838.14999999999,9743.59
1606,2008-12-02,59838.14999999999,0.0,3.35,59838.14999999999,9544.16
1607,2008-12-03,59838.14999999999,0.0,2.99,59838.14999999999,8518.52
1608,2008-12-04,59838.14999999999,0.0,2.74,59838.14999999999,7806.27
1609,2008-12-05,59838.14999999999,0.0,2.68,59838.14999999999,7635.330000000001
1610,2008-12-08,59838.14999999999,0.0,2.96,59838.14999999999,8433.05
1611,2008-12-09,59838.14999999999,0.0,2.96,59838.14999999999,8433.05
1612,2008-12-10,59838.14999999999,0.0,3.37,59838.14999999999,9601.140000000001
1613,2008-12-11,59838.14999999999,0.0,3.68,59838.14999999999,10484.33
1614,2008-12-12,59838.14999999999,0.0,3.85,59838.14999999999,10968.66
1615,2008-12-15,59838.14999999999,0.0,4.01,59838.14999999999,11424.5
1616,2008-12-16,59838.14999999999,0.0,4.34,59838.14999999999,12364.67
1617,2008-12-17,2.669999999983702,12414.0,4.82,59838.14999999999,13732.19
1618,2008-12-18,2.669999999983702,12414.0,3.89,59838.14999999999,11082.62
1619,2008-12-19,2.669999999983702,12414.0,4.09,59838.14999999999,11652.42
1620,2008-12-22,2.669999999983702,12414.0,3.71,59838.14999999999,10569.8
1621,2008-12-23,2.669999999983702,12414.0,3.63,59838.14999999999,10341.88
1622,2008-12-24,2.669999999983702,12414.0,3.59,59838.14999999999,10227.92
1623,2008-12-26,2.669999999983702,12414.0,3.75,59838.14999999999,10683.76
1624,2008-12-29,2.669999999983702,12414.0,4.1,59838.14999999999,11680.91
1625,2008-12-30,2.669999999983702,12414.0,4.25,59838.14999999999,12108.26
1626,2008-12-31,2.669999999983702,12414.0,4.28,59838.14999999999,12193.730000000001
1627,2009-01-02,2.669999999983702,12414.0,4.99,61948.529999999984,14216.52
1628,2009-01-05,2.669999999983702,12414.0,5.93,73617.68999999997,16894.58
1629,2009-01-06,2.669999999983702,12414.0,5.99,74362.52999999998,17065.520000000004
1630,2009-01-07,2.669999999983702,12414.0,5.49,74362.52999999998,15641.02
1631,2009-01-08,2.669999999983702,12414.0,5.47,74362.52999999998,15584.039999999999
1632,2009-01-09,2.669999999983702,12414.0,5.1,74362.52999999998,14529.91
1633,2009-01-12,2.669999999983702,12414.0,4.72,74362.52999999998,13447.289999999999
1634,2009-01-13,2.669999999983702,12414.0,4.68,74362.52999999998,13333.33
1635,2009-01-14,2.669999999983702,12414.0,4.02,74362.52999999998,11452.99
1636,2009-01-15,2.669999999983702,12414.0,3.89,74362.52999999998,11082.62
1637,2009-01-16,2.669999999983702,12414.0,4.06,74362.52999999998,11566.949999999999
1638,2009-01-20,2.669999999983702,12414.0,3.78,74362.52999999998,10769.23
1639,2009-01-21,2.669999999983702,12414.0,3.91,74362.52999999998,11139.6
1640,2009-01-22,2.669999999983702,12414.0,3.64,74362.52999999998,10370.37
1641,2009-01-23,2.669999999983702,12414.0,3.94,74362.52999999998,11225.07
1642,2009-01-26,2.669999999983702,12414.0,3.99,74362.52999999998,11367.52
1643,2009-01-27,2.669999999983702,12414.0,3.96,74362.52999999998,11282.05
1644,2009-01-28,2.669999999983702,12414.0,4.25,74362.52999999998,12108.26
1645,2009-01-29,2.669999999983702,12414.0,3.7,74362.52999999998,10541.310000000001
1646,2009-01-30,2.669999999983702,12414.0,3.32,74362.52999999998,9458.69
1647,2009-02-02,2.669999999983702,12414.0,3.16,74362.52999999998,9002.85
1648,2009-02-03,2.669999999983702,12414.0,3.18,74362.52999999998,9059.83
1649,2009-02-04,2.669999999983702,12414.0,3.3,74362.52999999998,9401.71
1650,2009-02-05,2.669999999983702,12414.0,3.53,74362.52999999998,10056.98
1651,2009-02-06,2.669999999983702,12414.0,3.78,74362.52999999998,10769.23
1652,2009-02-09,2.669999999983702,12414.0,3.91,74362.52999999998,11139.6
1653,2009-02-10,2.669999999983702,12414.0,3.49,74362.52999999998,9943.02
1654,2009-02-11,2.669999999983702,12414.0,3.49,74362.52999999998,9943.02
1655,2009-02-12,2.669999999983702,12414.0,3.51,74362.52999999998,10000.0
1656,2009-02-13,2.669999999983702,12414.0,3.49,74362.52999999998,9943.02
1657,2009-02-17,37492.94999999998,0.0,3.02,37492.94999999998,8603.99
1658,2009-02-18,37492.94999999998,0.0,2.89,37492.94999999998,8233.62
1659,2009-02-19,37492.94999999998,0.0,2.76,37492.94999999998,7863.25
1660,2009-02-20,37492.94999999998,0.0,2.65,37492.94999999998,7549.86
1661,2009-02-23,37492.94999999998,0.0,2.67,37492.94999999998,7606.84
1662,2009-02-24,37492.94999999998,0.0,2.81,37492.94999999998,8005.700000000001
1663,2009-02-25,37492.94999999998,0.0,2.83,37492.94999999998,8062.68
1664,2009-02-26,37492.94999999998,0.0,3.13,37492.94999999998,8917.38
1665,2009-02-27,37492.94999999998,0.0,3.0,37492.94999999998,8547.01
1666,2009-03-02,37492.94999999998,0.0,2.65,37492.94999999998,7549.86
1667,2009-03-03,37492.94999999998,0.0,2.56,37492.94999999998,7293.450000000001
1668,2009-03-04,37492.94999999998,0.0,2.56,37492.94999999998,7293.450000000001
1669,2009-03-05,37492.94999999998,0.0,2.32,37492.94999999998,6609.69
1670,2009-03-06,37492.94999999998,0.0,2.63,37492.94999999998,7492.88
1671,2009-03-09,37492.94999999998,0.0,2.49,37492.94999999998,7094.02
1672,2009-03-10,37492.94999999998,0.0,2.75,37492.94999999998,7834.76
1673,2009-03-11,37492.94999999998,0.0,3.1,37492.94999999998,8831.91
1674,2009-03-12,37492.94999999998,0.0,3.4,37492.94999999998,9686.61
1675,2009-03-13,37492.94999999998,0.0,3.42,37492.94999999998,9743.59
1676,2009-03-16,2.30999999998312,10328.0,3.63,37492.94999999998,10341.88
1677,2009-03-17,2.30999999998312,10328.0,3.57,36873.26999999998,10170.94
1678,2009-03-18,2.30999999998312,10328.0,3.55,36873.26999999998,10113.96
1679,2009-03-19,2.30999999998312,10328.0,4.19,43276.62999999999,11937.320000000002
1680,2009-03-20,2.30999999998312,10328.0,4.08,42140.54999999998,11623.93
1681,2009-03-23,2.30999999998312,10328.0,4.69,48440.62999999999,13361.820000000002
1682,2009-03-24,2.30999999998312,10328.0,4.82,49783.26999999999,13732.19
1683,2009-03-25,2.30999999998312,10328.0,5.14,53088.22999999998,14643.869999999999
1684,2009-03-26,2.30999999998312,10328.0,5.44,56186.62999999999,15498.570000000002
1685,2009-03-27,2.30999999998312,10328.0,5.49,56703.029999999984,15641.02
1686,2009-03-30,2.30999999998312,10328.0,4.73,56703.029999999984,13475.78
1687,2009-03-31,2.30999999998312,10328.0,4.82,56703.029999999984,13732.19
1688,2009-04-01,2.30999999998312,10328.0,5.35,56703.029999999984,15242.16
1689,2009-04-02,2.30999999998312,10328.0,5.74,56703.029999999984,16353.27
1690,2009-04-03,2.30999999998312,10328.0,5.98,56703.029999999984,17037.03
1691,2009-04-06,2.30999999998312,10328.0,5.97,56703.029999999984,17008.54
1692,2009-04-07,2.30999999998312,10328.0,5.57,56703.029999999984,15868.94
1693,2009-04-08,2.30999999998312,10328.0,6.15,56703.029999999984,17521.36
1694,2009-04-09,2.30999999998312,10328.0,7.04,72711.42999999998,20056.97
1695,2009-04-13,2.30999999998312,10328.0,7.81,80663.98999999998,22250.699999999997
1696,2009-04-14,2.30999999998312,10328.0,7.64,78908.22999999998,21766.370000000003
1697,2009-04-15,2.30999999998312,10328.0,7.79,80457.42999999998,22193.72
1698,2009-04-16,2.30999999998312,10328.0,7.68,80457.42999999998,21880.33
1699,2009-04-17,2.30999999998312,10328.0,7.61,80457.42999999998,21680.9
1700,2009-04-20,2.30999999998312,10328.0,6.44,80457.42999999998,18347.57
1701,2009-04-21,2.30999999998312,10328.0,8.67,89546.06999999998,24700.839999999997
1702,2009-04-22,2.30999999998312,10328.0,8.49,89546.06999999998,24188.020000000004
1703,2009-04-23,2.30999999998312,10328.0,8.51,89546.06999999998,24245.0
1704,2009-04-24,2.30999999998312,10328.0,8.88,89546.06999999998,25299.130000000005
1705,2009-04-27,2.30999999998312,10328.0,8.31,89546.06999999998,23675.200000000004
1706,2009-04-28,2.30999999998312,10328.0,7.95,89546.06999999998,22649.559999999998
1707,2009-04-29,2.30999999998312,10328.0,8.66,89546.06999999998,24672.35
1708,2009-04-30,2.30999999998312,10328.0,9.16,89546.06999999998,26096.85
1709,2009-05-01,2.30999999998312,10328.0,10.22,105554.46999999999,29116.79
1710,2009-05-04,2.30999999998312,10328.0,11.61,119910.38999999997,33076.9
1711,2009-05-05,2.30999999998312,10328.0,11.64,120220.23,33162.37
1712,2009-05-06,2.30999999998312,10328.0,12.2,126003.90999999997,34757.81
1713,2009-05-07,2.30999999998312,10328.0,11.91,123008.78999999998,33931.600000000006
1714,2009-05-08,2.30999999998312,10328.0,12.5,129102.30999999998,35612.51
1715,2009-05-11,2.30999999998312,10328.0,11.92,129102.30999999998,33960.090000000004
1716,2009-05-12,2.30999999998312,10328.0,12.04,129102.30999999998,34301.97
1717,2009-05-13,2.30999999998312,10328.0,9.98,129102.30999999998,28433.03
1718,2009-05-14,2.30999999998312,10328.0,10.87,129102.30999999998,30968.64
1719,2009-05-15,2.30999999998312,10328.0,10.52,129102.30999999998,29971.489999999998
1720,2009-05-18,2.30999999998312,10328.0,11.66,129102.30999999998,33219.350000000006
1721,2009-05-19,2.30999999998312,10328.0,11.74,129102.30999999998,33447.270000000004
1722,2009-05-20,2.30999999998312,10328.0,12.1,129102.30999999998,34472.91
1723,2009-05-21,2.30999999998312,10328.0,11.59,129102.30999999998,33019.92
1724,2009-05-22,2.30999999998312,10328.0,12.34,129102.30999999998,35156.67
1725,2009-05-26,2.30999999998312,10328.0,12.41,129102.30999999998,35356.100000000006
1726,2009-05-27,2.30999999998312,10328.0,12.55,129102.30999999998,35754.96000000001
1727,2009-05-28,2.30999999998312,10328.0,13.01,129102.30999999998,37065.5
1728,2009-05-29,2.30999999998312,10328.0,13.76,142115.58999999997,39202.25
1729,2009-06-01,2.30999999998312,10328.0,14.91,153992.78999999998,42478.600000000006
1730,2009-06-02,2.30999999998312,10328.0,15.04,155335.43,42848.97
1731,2009-06-03,2.30999999998312,10328.0,13.78,155335.43,39259.23
1732,2009-06-04,2.30999999998312,10328.0,15.0,154922.31,42735.01
1733,2009-06-05,2.30999999998312,10328.0,15.24,154922.31,43418.770000000004
1734,2009-06-08,2.30999999998312,10328.0,15.26,154922.31,43475.75
1735,2009-06-09,2.30999999998312,10328.0,15.44,154922.31,43988.57
1736,2009-06-10,2.30999999998312,10328.0,15.78,154922.31,44957.23
1737,2009-06-11,2.30999999998312,10328.0,16.26,154922.31,46324.75000000001
1738,2009-06-12,2.30999999998312,10328.0,15.88,154922.31,45242.130000000005
1739,2009-06-15,2.30999999998312,10328.0,14.93,154922.31,42535.58
1740,2009-06-16,2.30999999998312,10328.0,14.0,154922.31,39886.01
1741,2009-06-17,2.30999999998312,10328.0,13.31,154922.31,37920.200000000004
1742,2009-06-18,2.30999999998312,10328.0,14.15,154922.31,40313.36
1743,2009-06-19,2.30999999998312,10328.0,14.38,154922.31,40968.630000000005
1744,2009-06-22,2.30999999998312,10328.0,12.67,154922.31,36096.840000000004
1745,2009-06-23,2.30999999998312,10328.0,13.48,154922.31,38404.530000000006
1746,2009-06-24,2.30999999998312,10328.0,14.01,154922.31,39914.5
1747,2009-06-25,2.30999999998312,10328.0,13.9,154922.31,39601.11
1748,2009-06-26,2.30999999998312,10328.0,14.4,154922.31,41025.61
1749,2009-06-29,2.30999999998312,10328.0,13.96,154922.31,39772.05
1750,2009-06-30,2.30999999998312,10328.0,13.86,154922.31,39487.15
1751,2009-07-01,2.30999999998312,10328.0,14.59,154922.31,41566.92
1752,2009-07-02,2.30999999998312,10328.0,13.99,154922.31,39857.520000000004
1753,2009-07-06,2.30999999998312,10328.0,14.67,154922.31,41794.840000000004
1754,2009-07-07,2.30999999998312,10328.0,14.04,154922.31,39999.97
1755,2009-07-08,2.30999999998312,10328.0,13.31,154922.31,37920.200000000004
1756,2009-07-09,2.30999999998312,10328.0,13.77,154922.31,39230.74
1757,2009-07-10,2.30999999998312,10328.0,13.44,154922.31,38290.57
1758,2009-07-13,2.30999999998312,10328.0,14.32,154922.31,40797.69
1759,2009-07-14,2.30999999998312,10328.0,14.91,154922.31,42478.600000000006
1760,2009-07-15,2.30999999998312,10328.0,16.05,165766.70999999996,45726.46000000001
1761,2009-07-16,2.30999999998312,10328.0,17.41,179812.78999999998,49601.100000000006
1762,2009-07-17,2.30999999998312,10328.0,18.31,189107.99,52165.2
1763,2009-07-20,2.30999999998312,10328.0,19.11,197370.38999999996,54444.4
1764,2009-07-21,2.30999999998312,10328.0,19.05,196750.70999999996,54273.46000000001
1765,2009-07-22,2.30999999998312,10328.0,19.63,202740.94999999995,55925.88
1766,2009-07-23,2.30999999998312,10328.0,20.77,214514.87,59173.74
1767,2009-07-24,2.30999999998312,10328.0,21.29,219885.43,60655.22
1768,2009-07-27,2.30999999998312,10328.0,21.17,219885.43,60313.340000000004
1769,2009-07-28,2.30999999998312,10328.0,21.17,219885.43,60313.340000000004
1770,2009-07-29,2.30999999998312,10328.0,20.25,219885.43,57692.26
1771,2009-07-30,2.30999999998312,10328.0,21.74,219885.43,61937.27
1772,2009-07-31,2.30999999998312,10328.0,22.85,219885.43,65099.66
1773,2009-08-03,2.30999999998312,10328.0,24.68,254897.34999999998,70313.32999999999
1774,2009-08-04,2.30999999998312,10328.0,23.49,254897.34999999998,66923.01999999999
1775,2009-08-05,2.30999999998312,10328.0,23.97,254897.34999999998,68290.54
1776,2009-08-06,2.30999999998312,10328.0,22.51,254897.34999999998,64131.00000000001
1777,2009-08-07,2.30999999998312,10328.0,23.25,254897.34999999998,66239.26
1778,2009-08-10,2.30999999998312,10328.0,22.27,254897.34999999998,63447.24
1779,2009-08-11,2.30999999998312,10328.0,21.9,254897.34999999998,62393.11
1780,2009-08-12,2.30999999998312,10328.0,22.88,254897.34999999998,65185.13
1781,2009-08-13,2.30999999998312,10328.0,23.83,254897.34999999998,67891.68
1782,2009-08-14,2.30999999998312,10328.0,22.91,254897.34999999998,65270.600000000006
1783,2009-08-17,2.30999999998312,10328.0,21.88,254897.34999999998,62336.13
1784,2009-08-18,2.30999999998312,10328.0,22.27,254897.34999999998,63447.24
1785,2009-08-19,2.30999999998312,10328.0,21.98,254897.34999999998,62621.030000000006
1786,2009-08-20,2.30999999998312,10328.0,22.73,254897.34999999998,64757.780000000006
1787,2009-08-21,2.30999999998312,10328.0,23.24,254897.34999999998,66210.76999999999
1788,2009-08-24,2.30999999998312,10328.0,22.97,254897.34999999998,65441.54
1789,2009-08-25,2.30999999998312,10328.0,22.34,254897.34999999998,63646.67
1790,2009-08-26,2.30999999998312,10328.0,21.87,254897.34999999998,62307.64000000001
1791,2009-08-27,2.30999999998312,10328.0,21.73,254897.34999999998,61908.780000000006
1792,2009-08-28,2.30999999998312,10328.0,21.91,254897.34999999998,62421.600000000006
1793,2009-08-31,215960.78999999998,0.0,20.91,215960.78999999998,59572.600000000006
1794,2009-09-01,215960.78999999998,0.0,20.12,215960.78999999998,57321.89000000001
1795,2009-09-02,215960.78999999998,0.0,20.19,215960.78999999998,57521.32000000001
1796,2009-09-03,215960.78999999998,0.0,20.59,215960.78999999998,58660.92
1797,2009-09-04,215960.78999999998,0.0,21.18,215960.78999999998,60341.83
1798,2009-09-08,215960.78999999998,0.0,22.21,215960.78999999998,63276.3
1799,2009-09-09,215960.78999999998,0.0,22.59,215960.78999999998,64358.92
1800,2009-09-10,215960.78999999998,0.0,23.11,215960.78999999998,65840.4
1801,2009-09-11,215960.78999999998,0.0,22.81,215960.78999999998,64985.7
1802,2009-09-14,215960.78999999998,0.0,23.1,215960.78999999998,65811.91
1803,2009-09-15,215960.78999999998,0.0,23.68,215960.78999999998,67464.32999999999
1804,2009-09-16,3.4499999999825377,8829.0,24.46,215960.78999999998,69686.55
1805,2009-09-17,3.4499999999825377,8829.0,23.91,215960.78999999998,68119.59999999999
1806,2009-09-18,3.4499999999825377,8829.0,23.56,215960.78999999998,67122.45
1807,2009-09-21,3.4499999999825377,8829.0,23.69,215960.78999999998,67492.81999999999
1808,2009-09-22,3.4499999999825377,8829.0,24.78,215960.78999999998,70598.23
1809,2009-09-23,3.4499999999825377,8829.0,24.37,215960.78999999998,69430.14
1810,2009-09-24,3.4499999999825377,8829.0,23.14,215960.78999999998,65925.87
1811,2009-09-25,3.4499999999825377,8829.0,22.6,215960.78999999998,64387.41
1812,2009-09-28,3.4499999999825377,8829.0,23.58,215960.78999999998,67179.43
1813,2009-09-29,3.4499999999825377,8829.0,23.68,215960.78999999998,67464.32999999999
1814,2009-09-30,3.4499999999825377,8829.0,23.97,215960.78999999998,68290.54
1815,2009-10-01,3.4499999999825377,8829.0,22.7,215960.78999999998,64672.31
1816,2009-10-02,3.4499999999825377,8829.0,22.83,215960.78999999998,65042.68
1817,2009-10-05,3.4499999999825377,8829.0,23.43,215960.78999999998,66752.07999999999
1818,2009-10-06,3.4499999999825377,8829.0,24.49,215960.78999999998,69772.01999999999
1819,2009-10-07,3.4499999999825377,8829.0,24.78,215960.78999999998,70598.23
1820,2009-10-08,3.4499999999825377,8829.0,26.86,237150.38999999998,76524.15
1821,2009-10-09,3.4499999999825377,8829.0,27.26,240681.99,77663.75
1822,2009-10-12,3.4499999999825377,8829.0,27.87,246067.68,79401.64
1823,2009-10-13,3.4499999999825377,8829.0,27.82,245626.22999999998,79259.19
1824,2009-10-14,3.4499999999825377,8829.0,29.09,256839.05999999997,82877.42
1825,2009-10-15,3.4499999999825377,8829.0,28.35,256839.05999999997,80769.16
1826,2009-10-16,3.4499999999825377,8829.0,28.29,256839.05999999997,80598.21999999999
1827,2009-10-19,3.4499999999825377,8829.0,28.51,256839.05999999997,81225.0
1828,2009-10-20,3.4499999999825377,8829.0,28.45,256839.05999999997,81054.06
1829,2009-10-21,3.4499999999825377,8829.0,28.59,256839.05999999997,81452.92
1830,2009-10-22,3.4499999999825377,8829.0,29.16,256839.05999999997,83076.84999999999
1831,2009-10-23,3.4499999999825377,8829.0,28.86,256839.05999999997,82222.15
1832,2009-10-26,3.4499999999825377,8829.0,27.83,256839.05999999997,79287.68
1833,2009-10-27,3.4499999999825377,8829.0,27.14,256839.05999999997,77321.87
1834,2009-10-28,3.4499999999825377,8829.0,24.68,256839.05999999997,70313.32999999999
1835,2009-10-29,3.4499999999825377,8829.0,26.45,256839.05999999997,75356.06
1836,2009-10-30,3.4499999999825377,8829.0,25.14,256839.05999999997,71623.87
1837,2009-11-02,3.4499999999825377,8829.0,25.1,256839.05999999997,71509.91
1838,2009-11-03,3.4499999999825377,8829.0,25.51,256839.05999999997,72678.0
1839,2009-11-04,3.4499999999825377,8829.0,25.98,256839.05999999997,74017.03
1840,2009-11-05,3.4499999999825377,8829.0,27.21,256839.05999999997,77521.3
1841,2009-11-06,3.4499999999825377,8829.0,26.82,256839.05999999997,76410.19
1842,2009-11-09,3.4499999999825377,8829.0,28.16,256839.05999999997,80227.84999999999
1843,2009-11-10,3.4499999999825377,8829.0,28.34,256839.05999999997,80740.67
1844,2009-11-11,3.4499999999825377,8829.0,28.48,256839.05999999997,81139.53
1845,2009-11-12,3.4499999999825377,8829.0,27.1,256839.05999999997,77207.91
1846,2009-11-13,3.4499999999825377,8829.0,27.76,256839.05999999997,79088.25
1847,2009-11-16,3.4499999999825377,8829.0,29.04,256839.05999999997,82734.96999999999
1848,2009-11-17,3.4499999999825377,8829.0,29.69,256839.05999999997,84586.81999999999
1849,2009-11-18,3.4499999999825377,8829.0,30.29,267433.86,86296.21999999999
1850,2009-11-19,3.4499999999825377,8829.0,30.31,267433.86,86353.2
1851,2009-11-20,3.4499999999825377,8829.0,30.09,267433.86,85726.42
1852,2009-11-23,3.4499999999825377,8829.0,30.69,267433.86,87435.81999999999
1853,2009-11-24,3.4499999999825377,8829.0,29.98,267433.86,85413.03
1854,2009-11-25,3.4499999999825377,8829.0,31.18,267433.86,88831.82999999999
1855,2009-11-27,3.4499999999825377,8829.0,29.89,267433.86,85156.62
1856,2009-11-30,3.4499999999825377,8829.0,30.27,267433.86,86239.23999999999
1857,2009-12-01,3.4499999999825377,8829.0,30.84,267433.86,87863.17
1858,2009-12-02,3.4499999999825377,8829.0,31.4,267433.86,89458.60999999999
1859,2009-12-03,3.4499999999825377,8829.0,30.95,267433.86,88176.56
1860,2009-12-04,3.4499999999825377,8829.0,30.12,267433.86,85811.89
1861,2009-12-07,3.4499999999825377,8829.0,29.51,267433.86,84074.0
1862,2009-12-08,3.4499999999825377,8829.0,28.42,267433.86,80968.59
1863,2009-12-09,3.4499999999825377,8829.0,30.07,267433.86,85669.44
1864,2009-12-10,3.4499999999825377,8829.0,30.82,267433.86,87806.19
1865,2009-12-11,3.4499999999825377,8829.0,30.76,267433.86,87635.25
1866,2009-12-14,3.4499999999825377,8829.0,32.17,284032.38,91652.34
1867,2009-12-15,3.4499999999825377,8829.0,31.79,284032.38,90569.71999999999
1868,2009-12-16,3.4499999999825377,8829.0,32.44,286416.20999999996,92421.56999999999
1869,2009-12-17,3.4499999999825377,8829.0,31.79,286416.20999999996,90569.71999999999
1870,2009-12-18,3.4499999999825377,8829.0,31.83,286416.20999999996,90683.68
1871,2009-12-21,3.4499999999825377,8829.0,32.35,286416.20999999996,92165.16
1872,2009-12-22,3.4499999999825377,8829.0,32.68,286416.20999999996,93105.32999999999
1873,2009-12-23,3.4499999999825377,8829.0,33.01,286416.20999999996,94045.49999999999
1874,2009-12-24,3.4499999999825377,8829.0,32.88,286416.20999999996,93675.13
1875,2009-12-28,3.4499999999825377,8829.0,32.29,286416.20999999996,91994.21999999999
1876,2009-12-29,3.4499999999825377,8829.0,32.26,286416.20999999996,91908.74999999999
1877,2009-12-30,3.4499999999825377,8829.0,31.09,286416.20999999996,88575.42
1878,2009-12-31,3.4499999999825377,8829.0,30.4,286416.20999999996,86609.60999999999
1879,2010-01-04,3.4499999999825377,8829.0,32.55,286416.20999999996,92734.95999999999
1880,2010-01-05,3.4499999999825377,8829.0,33.46,286416.20999999996,95327.55
1881,2010-01-06,3.4499999999825377,8829.0,34.07,286416.20999999996,97065.44
1882,2010-01-07,3.4499999999825377,8829.0,34.08,286416.20999999996,97093.93
1883,2010-01-08,3.4499999999825377,8829.0,35.24,311137.41000000003,100398.77
1884,2010-01-11,3.4499999999825377,8829.0,35.52,313609.53,101196.49
1885,2010-01-12,3.4499999999825377,8829.0,34.48,313609.53,98233.52999999998
1886,2010-01-13,3.4499999999825377,8829.0,34.81,313609.53,99173.7
1887,2010-01-14,3.4499999999825377,8829.0,35.22,313609.53,100341.79
1888,2010-01-15,3.4499999999825377,8829.0,34.55,313609.53,98432.95999999999
1889,2010-01-19,3.4499999999825377,8829.0,35.21,313609.53,100313.3
1890,2010-01-20,3.4499999999825377,8829.0,34.39,313609.53,97977.12
1891,2010-01-21,3.4499999999825377,8829.0,32.93,313609.53,93817.57999999999
1892,2010-01-22,3.4499999999825377,8829.0,31.71,313609.53,90341.8
1893,2010-01-25,3.4499999999825377,8829.0,32.22,313609.53,91794.79
1894,2010-01-26,3.4499999999825377,8829.0,31.68,313609.53,90256.32999999999
1895,2010-01-27,266462.6699999999,0.0,30.18,266462.6699999999,85982.82999999999
1896,2010-01-28,266462.6699999999,0.0,30.15,266462.6699999999,85897.35999999999
1897,2010-01-29,266462.6699999999,0.0,28.53,266462.6699999999,81281.98
1898,2010-02-01,266462.6699999999,0.0,30.02,266462.6699999999,85526.98999999999
1899,2010-02-02,266462.6699999999,0.0,30.97,266462.6699999999,88233.54
1900,2010-02-03,266462.6699999999,0.0,30.11,266462.6699999999,85783.4
1901,2010-02-04,266462.6699999999,0.0,27.57,266462.6699999999,78546.94
1902,2010-02-05,266462.6699999999,0.0,27.78,266462.6699999999,79145.23
1903,2010-02-08,266462.6699999999,0.0,27.83,266462.6699999999,79287.68
1904,2010-02-09,266462.6699999999,0.0,29.53,266462.6699999999,84130.98
1905,2010-02-10,266462.6699999999,0.0,29.04,266462.6699999999,82734.96999999999
1906,2010-02-11,266462.6699999999,0.0,31.13,266462.6699999999,88689.37999999999
1907,2010-02-12,266462.6699999999,0.0,31.19,266462.6699999999,88860.31999999999
1908,2010-02-16,266462.6699999999,0.0,32.5,266462.6699999999,92592.51
1909,2010-02-17,266462.6699999999,0.0,32.61,266462.6699999999,92905.9
1910,2010-02-18,266462.6699999999,0.0,33.07,266462.6699999999,94216.44
1911,2010-02-19,266462.6699999999,0.0,33.31,266462.6699999999,94900.2
1912,2010-02-22,266462.6699999999,0.0,33.14,266462.6699999999,94415.87
1913,2010-02-23,266462.6699999999,0.0,31.68,266462.6699999999,90256.32999999999
1914,2010-02-24,266462.6699999999,0.0,31.54,266462.6699999999,89857.46999999999
1915,2010-02-25,266462.6699999999,0.0,31.98,266462.6699999999,91111.03
1916,2010-02-26,266462.6699999999,0.0,32.11,266462.6699999999,91481.4
1917,2010-03-01,266462.6699999999,0.0,33.31,266462.6699999999,94900.2
1918,2010-03-02,266462.6699999999,0.0,33.71,266462.6699999999,96039.8
1919,2010-03-03,266462.6699999999,0.0,34.55,266462.6699999999,98432.95999999999
1920,2010-03-04,266462.6699999999,0.0,34.21,266462.6699999999,97464.3
1921,2010-03-05,266462.6699999999,0.0,35.31,266462.6699999999,100598.2
1922,2010-03-08,266462.6699999999,0.0,35.19,266462.6699999999,100256.31999999999
1923,2010-03-09,266462.6699999999,0.0,34.67,266462.6699999999,98774.84
1924,2010-03-10,266462.6699999999,0.0,35.24,266462.6699999999,100398.77
1925,2010-03-11,266462.6699999999,0.0,34.93,266462.6699999999,99515.57999999999
1926,2010-03-12,266462.6699999999,0.0,35.38,266462.6699999999,100797.63
1927,2010-03-15,266462.6699999999,0.0,34.94,266462.6699999999,99544.06999999999
1928,2010-03-16,266462.6699999999,0.0,35.61,266462.6699999999,101452.9
1929,2010-03-17,266462.6699999999,0.0,36.07,266462.6699999999,102763.44
1930,2010-03-18,266462.6699999999,0.0,35.43,266462.6699999999,100940.07999999999
1931,2010-03-19,266462.6699999999,0.0,34.44,266462.6699999999,98119.56999999999
1932,2010-03-22,266462.6699999999,0.0,34.56,266462.6699999999,98461.45
1933,2010-03-23,266462.6699999999,0.0,35.56,266462.6699999999,101310.45
1934,2010-03-24,266462.6699999999,0.0,35.37,266462.6699999999,100769.13999999998
1935,2010-03-25,266462.6699999999,0.0,34.89,266462.6699999999,99401.62
1936,2010-03-26,266462.6699999999,0.0,35.03,266462.6699999999,99800.48
1937,2010-03-29,29.48999999993248,7242.0,36.79,266462.6699999999,104814.71999999999
1938,2010-03-30,29.48999999993248,7242.0,37.64,272618.36999999994,107236.37
1939,2010-03-31,29.48999999993248,7242.0,37.87,274284.0299999999,107891.63999999998
1940,2010-04-01,29.48999999993248,7242.0,39.1,283191.68999999994,111395.91
1941,2010-04-05,29.48999999993248,7242.0,40.03,289926.74999999994,114045.48
1942,2010-04-06,29.48999999993248,7242.0,40.53,293547.74999999994,115469.98
1943,2010-04-07,29.48999999993248,7242.0,39.32,293547.74999999994,112022.69
1944,2010-04-08,29.48999999993248,7242.0,39.23,293547.74999999994,111766.27999999998
1945,2010-04-09,29.48999999993248,7242.0,39.93,293547.74999999994,113760.57999999999
1946,2010-04-12,29.48999999993248,7242.0,39.33,293547.74999999994,112051.18
1947,2010-04-13,29.48999999993248,7242.0,38.99,293547.74999999994,111082.52
1948,2010-04-14,29.48999999993248,7242.0,39.31,293547.74999999994,111994.2
1949,2010-04-15,29.48999999993248,7242.0,38.66,293547.74999999994,110142.34999999999
1950,2010-04-16,29.48999999993248,7242.0,36.6,293547.74999999994,104273.41
